大きな石が地面にどしっと落ちた。;おおきな いし が じめん に どしっと おちた。;A large rock fell to the ground with a thud.;どしっ	ドシッ	thudding	onomatopoeia
昨夜ずっと働いていたので、今朝はばたばたしています。;さくや ずっと はたらいていた ので、けさ は ばたばた しています。;I was working all night, so I'm crazy busy this morning.;ばたばた	バタバタ	crazy busy	action
彼はストレスのために、会議中ずっとバタバタしていた。;かれ は すとれす の ために、かいぎ ちゅう ずっと ばたばた して いた。;He was flustered and bustling around throughout the meeting due to stress.;ばたばた	バタバタ	fall one after another	motions	disassociate
彼の靴が階段をばたばたと音を立てていた。;かれ の くつ が かいだん を ばたばた と おと を たてて いた。;His shoes were clattering noisily down the stairs.;ばたばた	バタバタ	clattering	onomatopoeia
鳥が羽をばたばたさせて飛びました。;とり が はね を ばたばた させて とびました。;The bird flapped its wings and flew away.;ばたばた	バタバタ	flapping	onomatopoeia
雨が屋根にバタバタと降り始めた。;あめ が やね に ばたばた と ふり はじめた。;The rain began to pit-a-pat on the roof.;ばたばた	バタバタ	pit-a-patting	onomatopoeia
雨が降ってきたので、みんながバタバタと走った。;あめ が ふって きた ので 、 みんな が ばたばた と はしった 。;The rain started to fall, so everyone ran in a hurry.;ばたばた	バタバタ	pit-a-pat	onomatopoeia
昨日から仕事がたくさんありすぎて、ずっとバタバタしています。;きのう から しごと が たくさん ありすぎて、ずっと ばたばた しています。;I've had so much work since yesterday that I've been rushing around all the time.;ばたばた	バタバタ	one after another	performing an action	falling
鳥がバタバタと空へ飛び立った。;とり が ばたばた と そら へ とびたった。;The bird flapped its wings and flew into the sky.;ばたばた	バタバタ	flapping	performing an action
毎日がばたばたしているので、休む暇がない。;まいにち が ばたばた して いる の で、やすむ ひま が ない。;Every day is so busy that I don't have time to rest.;ばたばた	バタバタ	to be unsettlingly busy	work pressure
旗が風にパタパタと揺れていた。;はた が かぜ に ぱたぱた と ゆれていた;The flag flapped in the wind.;ぱたぱた	パタパタ	flip	action
彼女は洗濯物をパンパンと叩いてから、ぱたぱたと乾かします。;かのじょ は せんたくもの を ぱんぱん と たたいて から、ぱたぱた と かわかします。;She slaps the laundry and then dries it with a patting motion.;ぱたぱた	パタパタ	slapping	action
枯れ葉が風に吹かれてぱたぱたと落ちる。;かれは が かぜ に ふかれて ぱたぱた と おちる 。;The dry leaves fall one after another as they are blown by the wind.;ぱたぱた	パタパタ	fall one after another	motions	disassociate
鳥が翼をぱたぱたと広げた。;とり が つばさ を ぱたぱた と ひろげた。;The bird flapped its wings.;ぱたぱた	パタパタ	flapping	onomatopoeia
子供が部屋を出たり入ったりして、家中をぱたぱた走り回った。;こども が へや を でたり はいったり して、いえじゅう を ぱたぱた はしりまわった。;The child ran in and out of the room, pit-a-patting all around the house.;ぱたぱた	パタパタ	pit-a-patting	onomatopoeia
洗濯物を干している時、風が強くてシャツがぱたぱた揺れていた。;せんたくもの を ほ し て いる とき 、 かぜ が つよ く て シャツ が ぱたぱた ゆ れ て いた 。;When hanging out the laundry, the wind was strong and the shirts were flapping.;ぱたぱた	パタパタ	slapping	onomatopoeia
雨が屋根をぱたぱたと叩いた。;あめ が やね を ぱたぱた と たたいた。;The rain pitter-pattered on the roof.;ぱたぱた	パタパタ	pit-a-pat	onomatopoeia
彼は疲れてバタリと倒れた。;かれ は つかれて ばたり と たおれた。;He was exhausted and suddenly collapsed.;ばたり	バタリ	stop suddenly	motions
彼は疲れてばたりと床に倒れた。;かれ は つかれて ばたり と ゆか に たおれた。;He was so tired that he dropped dead onto the floor.;ばたり	バタリ	dropping dead	performing an action	falling
その本は床に ぱたり と落ちた。;その ほん は ゆか に ぱたり と おちた。;The book fell on the floor with a thud.;ぱたり	パタリ	come to a stop	motions
ドアがばたんと閉まった。;どあ が ばたん と しまった。;The door slammed shut.;ばたん	バタン	slam (with resonance)	action	slamming
彼は急いでドアをバタンと閉めた。;かれ は いそいで ドア を ばたん と しめた。;He hurriedly slammed the door shut.;ばたん	バタン	slamming	onomatopoeia
彼は疲れ果てて、ベッドにバタンと倒れた。;かれ は つかれはてて、 ベッド に ばたん と たおれた。;He was exhausted and collapsed onto the bed with a thud.;ばたん	バタン	"dropping dead (more centered on the impact of the action, rather than the action)"	performing an action	falling
ドアがばたんばたんと閉まった。;どあ が ばたんばたん と し まっ た。;The door closed with a bang.;ばたんばたん	バタンバタン	with a bang	onomatopoeia
本のページをぱたんぱたんとめくった。;ほん の ぺーじ を ぱたんぱたん と めくった。;I flipped through the pages of the book one after another.;ぱたんぱたん	パタンパタン	flip	action
ドアが ぱたんぱたんと 閉まりました。;ドア が ぱたん ぱたん と しまりました。;The door slapped shut repeatedly.;ぱたんぱたん	パタンパタン	slapping	action
波が浜に打ち寄せるたびに、パタンパタンと音を立てた。;なみ が はま に うちよせる たび に、ぱたんぱたん と おと を たてた。;Every time the waves crashed onto the shore, they made a slapping sound.;ぱたんぱたん	パタンパタン	slapping	onomatopoeia
彼女は驚いて目をぱちくりさせた。;かのじょ は おどろいて め を ぱちくり させた。;She blinked in surprise.;ぱちくり	パチクリ	blinking in surprise	eye expressions	blinking
目をぱちぱちさせながら、彼女は考え事をしていた。;め を ぱちぱち させながら、かのじょ は かんがえごと を していた。;Blinking repeatedly, she was deep in thought.;ぱちぱち	パチパチ	"blinking repeatedly, fluttering of eyelids"	eye expressions	blinking
たき火がぱちぱちと音を立てて燃えている。;たきび が ぱちぱち と おと を たてて もえている。;The bonfire is popping as it burns.;ぱちぱち	パチパチ	"""pop"""	onomatopoeia	fire
彼はコンサートが終わった後に、観客のためにぱちぱち拍手しました。;かれ は こんさーと が おわった あと に、 かんきゃく の ため に ぱちぱち はくしゅ しました。;After the concert ended, he clapped ぱちぱち for the audience.;ぱちぱち	パチパチ	clapping	onomatopoeia
カメラのフラッシュがぱちぱちと光った。;かめら の ふらっしゅ が ぱちぱち と ひかった。;The camera's flash clicked repeatedly.;ぱちぱち	パチパチ	clicking	onomatopoeia
焚火の音がぱちぱちと響きました。;たきび　の　おと　が　ぱちぱち　と　ひびきました。;The sound of the campfire crackled.;ぱちぱち	パチパチ	crackling	onomatopoeia
彼は水たまりの中をばちゃばちゃ歩きました。;かれ は みずたまり の なか を ばちゃばちゃ あるきました。;He walked through the puddle, splashing around.;ばちゃばちゃ	バチャバチャ	splashing	action	splashing
子供たちは庭で水をばちゃばちゃかけ合って遊んでいた。;こどもたちは にわで みずを ばちゃばちゃ かけあって あそんでいた。;The children were splattering water on each other and playing in the garden.;ばちゃばちゃ	バチャバチャ	splatter	state	liquids
池の中に石を投げると、ばちゃんと音がした。;いけ の なか に いし を なげる と、ばちゃん と おと が した。;When I threw a stone into the pond, it made a splash.;ばちゃん	バチャン	a single splash	action	splashing
突然、ドアが開いて、はっとなった。;とつぜん、どあ が あいて、はっ と なった。;The door suddenly opened, and I was startled.;はっ	ハッ	"startled, suddenly become aware of something"	mental state	scared
彼がいきなり部屋にパッと入ってきた。;かれ が いきなり へや に ぱっ と はいってきた。;He suddenly burst into the room.;ぱっ	パッ	quickly	action	sudden
彼のキャリアはぱっ としています。;かれ の きゃりあ は ぱっ と して います。;His career is outstanding.;ぱっ	パッ	to be outstanding	career experience
彼の顔がぱっと明るくなった。;かれ の かお が ぱっ と あかるく なった。;His face suddenly lit up.;ぱっ	パッ	"spread, widen all of a sudden"	motions	disassociate
突然、彼はぱっと立ち上がった。;とつぜん かれ は ぱっと たちあがった。;Suddenly, he stood up with a start.;ぱっ	パッ	sudden	motions
彼の服装はちょっとぱっとしない感じですね。;かれ の ふくそう は ちょっと ぱっと しない かんじ です ね 。;His attire looks a bit dull, doesn't it?;ぱっ	パッ	to look dull	personal attire
彼のパフォーマンスはパッとしなかった。;かれ の ぱふぉーまんす は ぱっ と しなかった。;His performance was not too impressive.;ぱっ	パッ	"vivid, attractive - with negative: not too good"	resultant state
彼女は彼をはっきりと見つめた。;かのじょ は かれ を はっきり と みつめた。;She stared at him clearly.;はっきり	ハッキリ	"clearly, plainly"	resultant state
彼女の考えがはっきりわかりました。;かのじょ の かんがえ が はっきり わかりました。;I understood her thoughts clearly.;はっきり	ハッキリ	clear	sight
今日は空がはっきりと晴れています。;きょう は そら が はっきり と はれています。;Today, the sky is clearly sunny.;はっきり	ハッキリ	clear	weather	visibility
彼は心臓発作でぱっくりと亡くなった。;かれ は しんぞう ほっさ で ぱっくり と なくなった。;He suddenly dropped dead from a heart attack.;ぱっくり	パックリ	"to die suddenly, to drop dead"	physical health	death
彼は長い髪をばっさり切った。;かれ は ながい かみ を ばっさり きった。;He completely cut his long hair off.;ばっさり	バッサリ	compeltely sever	performing an action	cutting
彼は道でばったり友達に会った。;かれ は みち で ばったり ともだち に あった。;He suddenly ran into a friend on the street.;ばったり	バッタリ	"cease, stop"	action	sudden
駅で友達にばったり会った。;えき で ともだち に ばったり あった。;I ran across a friend at the station.;ばったり	バッタリ	run across someone	action	sudden
彼は街を歩いていると、ばったり友達に会った。;かれ は まち を あるいている と ばったり ともだち に あった 。;He was walking through the city when he suddenly ran into a friend.;ばったり	バッタリ	stop suddenly	motions
彼は仕事中にバッタリ倒れた。;かれ は しごと ちゅう に ばったり たおれた。;He suddenly collapsed at work.;ばったり	バッタリ	dropping dead	performing an action	falling
彼は仕事中にばったりと倒れた。;かれ は しごとちゅう に ばったり と たおれた。;He suddenly dropped dead while at work.;ばったり	バッタリ	"an unexpected death, to drop dead"	physical health	death
突然、雨がぱったりと止んだ。;とつぜん、あめが ぱったりと やんだ。;Suddenly, the rain stopped abruptly.;ぱったり	パッタリ	"cease, stop"	action	sudden
電車が急にぱったり止まった。;でんしゃ が きゅうに ぱったり とまった。;The train suddenly came to a complete stop.;ぱったり	パッタリ	come to a stop	motions
彼はばっちり試験に合格しました。;かれ は ばっちり しけん に ごうかく しました。;He passed the exam with flying colors.;ばっちり	バッチリ	being clever at something	resultant state
彼女は突然、ぱっちり目を開けた。;かのじょ は とつぜん、ぱっちり め を あけた。;She suddenly opened her eyes wide.;ぱっちり	パッチリ	opening the eyes wide	eye expressions
彼は仕事をぱっぱと片付けるため、昇進した。;かれ は しごと を ぱっぱ と かたづける ため 、 しょうしん した 。;He was promoted because he handles his work promptly.;ぱっぱ	パッパ	to handle affairs promptly	work attitude
彼は強烈な練習の後、はっはっと息を切らしていた。;かれ は きょうれつ な れんしゅう の あと、はっはっと いき を きらしていた。;He was gasping heavily after the intense training.;はっはっ	ハッハッ	stronger than はーはー	body function
彼はワインを飲みながら、はっはっと笑った。;かれ は わいん を のみながら、 はっはっ と わらった。;He chuckled heartily while drinking wine.;はっはっ	ハッハッ	a merry laugh (masculine)	laughter
彼はいつもお金をぱっぱっと使ってしまう。;かれ は いつも おかね を ぱっぱっ と つかって しまう。;He always spends money recklessly.;ぱっぱっ	パッパッ	to spend recklessly	money issues
彼は仕事をぱっぱっと片付けてしまう。;かれ は しごと を ぱっぱっと かたづけて しまう。;He completes his work promptly and efficiently.;ぱっぱっ	パッパッ	"to handle affairs promptly (similar to ぱっぱ, but stronger)"	work attitude
彼のスピーチは、ばやっとしていて、何を言いたいのか分からなかった。;かれ の すぴーち は ばやっ と していて なに を いいたい の か わからなかった。;His speech was unclear, and I couldn't grasp what he wanted to say.;ばやっ	バヤッ	unclear	speech
彼はページをパラッとめくった。;かれ は ぺーじ を ぱらっ と めくった。;He flipped the pages quickly.;ぱらっ	パラッ	flip quickly	action
彼女は悲しみで、はらはらと涙を流した。;かのじょ は かなしみ で、はらはら と なみだ を ながした。;She shed tears quietly and rapidly in her sadness.;はらはら	ハラハラ	tears falling rapidly and silently into drops	crying
試合の結果を知るまで、とてもはらはらしました。;しあい の けっか を しる まで、 とても はらはら しました。;I was on the edge of my seat until I found out the results of the match.;はらはら	ハラハラ	in suspense (also fearful)	emotions	unease
葉っぱがハラハラと散っている庭を見ました。;はっぱ が はらはら と ちっている にわ を みました。;I saw a garden where the leaves were fluttering and scattering down continuously.;はらはら	ハラハラ	light things falling continuously	motions	falling
壺が床に落ちて、ばらばらになった。;つぼ が ゆか に おちて、ばらばら に なった。;The vase fell to the floor and broke into pieces.;ばらばら	バラバラ	to break into pieces	action
落ち葉が風でばらばらになった。;おちば が かぜ で ばらばら に なった。;The fallen leaves scattered in the wind.;ばらばら	バラバラ	"scatter, disperse"	motions	disassociate
雨がばらばらと降り始めた。;あめ が ばらばら と ふり はじめた。;The rain started to fall in a pelting manner.;ばらばら	バラバラ	pelting	onomatopoeia
紙が風でばらばらになった。;かみ が かぜ で ばら ばら に なった 。;The papers got scattered by the wind.;ばらばら	バラバラ	"not ordered, not coordinated"	resultant state
机の上に書類がばらばらになっている。;つくえ の うえ に しょるい が ばらばら に なって いる。;The documents are scattered on the desk.;ばらばら	バラバラ	"scattered, sparse"	spacial orientation
ひょうが ばらばらと 窓に 当たっている。;ひょう が ばらばら と まど に あたって いる。;The hail is hitting the window with a scattered sound.;ばらばら	バラバラ	sound of hail hitting and scattering	weather	hail
雨がぱらぱらと降り始めた。;あめ が ぱらぱら と ふり はじめた。;It started to sprinkle rain.;ぱらぱら	パラパラ	sprinkle (sparsely)	action
桜の花びらが風にパラパラと舞っていた。;さくら の はなびら が かぜ に ぱらぱら と まっていた。;The cherry blossom petals were fluttering in the wind.;ぱらぱら	パラパラ	"crumble, scatter"	motions	desintegrate
桜の花びらが風に吹かれて、ぱらぱらと散った。;さくら の はなびら が かぜ に ふかれて 、 ぱらぱら と ちった 。;The cherry blossom petals scattered in the wind.;ぱらぱら	パラパラ	scatter sparsely	motions	disassociate
ページをめくるとき、子供たちはそれをぱらぱらとめくっていた。;ページ を めくる とき、こどもたち は それ を ぱらぱら と めくっていた。;When flipping pages, the children were turning them quickly, making a flapping sound.;ぱらぱら	パラパラ	flapping	onomatopoeia
雨が屋根にパラパラと降っている。;あめ が やね に ぱらぱら と ふって いる。;The rain is pattering down on the roof.;ぱらぱら	パラパラ	pelting	onomatopoeia
彼は雑誌をぱらぱらとめくっていった。;かれ は ざっし を ぱらぱら と めくって いった。;He flip through the magazine.;ぱらぱら	パラパラ	flip through pages	performing an action
桜の花びらが風にぱらぱらと舞う。;さくら の はなびら が かぜ に ぱらぱら と まう。;Cherry blossoms are scattered in the wind.;ぱらぱら	パラパラ	"scattered, sparse"	spacial orientation
綺麗にできたチャーシューハンはパラパラでおいしいです。;きれい に できた ちゃあしゅうはん は ぱらぱら で おいしい です。;The beautifully made fried rice has a dry, loose texture and is delicious.;ぱらぱら	パラパラ	"dry, loose"	texture
雨がぱらぱら降ってきた。;あめ が ぱらぱら ふってきた。;The rain started to sprinkle.;ぱらぱら	パラパラ	"patter, sprinkling"	weather	rain
彼は封筒をばりっと破った。;かれ は ふうとう を ばりっ と やぶった 。;He ripped the envelope with a tearing sound.;ばりっ	バリッ	rip up	performing an action	ripping
彼は結婚式でばりっとしたスーツを着ていた。;かれ は けっこんしき で ばりっと した スーツ を きていた。;He wore a stunning suit to the wedding.;ばりっ	バリッ	"grand, imposing, stunning"	personal attire
彼はいつもパリッとしたスーツを着ている。;かれ は いつも ぱりっと した すーつ を きている。;He always wears a crisp suit.;ぱりっ	パリッ	"crisp, smart, keep, fresh"	personal attire
この本はまだぱりっしている。;この ほん は まだ ぱりっ している。;This book still appears to be crisp and new.;ぱりっ	パリッ	crisp and new	to appear to be
彼は手紙をバリバリと破った。;かれ は てがみ を ばりばり と やぶった。;He ripped the letter into pieces.;ばりばり	バリバリ	ripping something thick	performing an action	ripping
彼はばりばりと仕事をこなしている。;かれ は ばりばり と しごと を こなして いる。;He is working on his tasks energetically.;ばりばり	バリバリ	"with might, energetically"	work attitude
彼は封筒をぱりぱりと破った。;かれ は ふうとう を ぱりぱり と やぶった。;He tore the envelope with a crisp, ripping sound.;ぱりぱり	パリパリ	breaking/tearing something light and thin	motions	desintegrate
新鮮なレタスをサラダに入れると、パリパリとした食感が楽しめます。;しんせんな れたすを さらだに いれると、ぱりぱりとした しょっかんが たのしめます。;When you add fresh lettuce to the salad, you can enjoy the crackling texture.;ぱりぱり	パリパリ	cracking	onomatopoeia
彼はパリパリの紙を破いた。;かれ は ぱりぱり の かみ を やぶいた。;He ripped the crisp paper.;ぱりぱり	パリパリ	"ripping something light, thin"	performing an action	ripping
彼のスーツはパリパリして、とても目立ちました。;かれ の すーつ は ぱりぱり して、とても めだちました。;His suit was grandish and very eye-catching.;ぱりぱり	パリパリ	"grandish, imposing, less powerful than ぱりっ"	personal attire
このシャツはまだパリパリの新品だ。;この しゃつ は まだ ぱりぱり の しんぴん だ。;This shirt is still brand-new and crisp.;ぱりぱり	パリパリ	crisp and brand-new	to appear to be
花火が夜空に大きく響くバン！;はなび が よぞら に おおきく ひびく ばん！;The fireworks echoed loudly across the night sky with a bang!;ばん	バン	with a bang	onomatopoeia
ドアが突然、ばんと閉まった。;どあ が とつぜん、 ばん と しまった。;The door suddenly slammed shut with a bang.;ばん	バン	"""blam"""	onomatopoeia
彼は大声でばんとドアを閉めた。;かれ は おおごえ で ばん と ドア を しめた。;He forcefully slammed the door shut with a loud bang.;ばん	バン	"forceful, grand, in a big way"	performing an action
彼は試合中、まっすぐにボールを蹴り続けた。;かれ は しあい ちゅう、まっすぐ に ボール を けり つづけた。;He relentlessly kicked the ball straight during the match.;ばん	バン	"relentless, straight and forcefully"	speech
彼は健康そうに見えた。;かれ は けんこうそう に みえた;He appeared to be healthy.;ばん	バン	look well	to appear to be
彼は仕事をばんばん片付けた。;かれ は しごと を ばんばん かたづけた。;He tackled the work relentlessly.;ばんばん	バンバン	"relentless, straight and forcefully"	speech
彼の鞄は教科書でパンパンです。;かれ の かばん は きょうかしょ で ぱんぱん です。;His bag is bursting with textbooks.;ぱんぱん	パンパン	stretched to the max	resultant state
風が強くて、窓がぴーぴー鳴っている。;かぜ が つよくて、 まど が ぴー ぴー なっている。;The wind is strong, and the window is making a whistling sound.;ぴー	ピー	whistling	onomatopoeia
スズメたちがぴーちくぱーちくと朝から鳴いている。;すずめ たち が ぴーちくぱーちく と あさ から ないている。;The sparrows are chirping noisily from the morning.;ぴーちくぱーちく	ピーチクパーチク	song of a skylark	onomatopoeia	skylark
公園で鳥たちが小さな声でぴーちくぴーちくと鳴いていました。;こうえん で とりたち が ちいさな こえ で ぴーちく ぴーちく と ないていました。;In the park, the birds were chirping softly, 'pee cheep, pee cheep'.;ぴーちくぴーちく	ピーチクピーチク	… sort of that sound	onomatopoeia	bird
小鳥がぴーぴーと鳴いている。;ことり が ぴーぴー と ないている。;The little birds are chirping.;ぴーぴー	ピーピー	peep	onomatopoeia	bird
ヒヨコがピーピー鳴いています。;ひよこ が ぴーぴー ないて います。;The chick is chirping.;ぴーぴー	ピーピー	peep	onomatopoeia	chick
祭りで、笛がぴーぴゃらと鳴り響いていた。;まつり で、 ふえ が ぴーぴゃら と なりひびいていた。;At the festival, the flute was echoing with a 'pee-pyara' sound.;ぴーぴゃら	ピーピャラ	sound of a Japanese flute	onomatopoeia
花火が夜空にぴかっと光った。;はなび が よぞら に ぴかっと ひかった。;The fireworks sparkled momentarily in the night sky.;ぴかっ	ピカッ	a momentary sparkle	state	light
新車はぴかぴかに輝いている。;しん しゃ は ぴかぴか に かがやいている。;The new car is sparkling.;ぴかぴか	ピカピカ	"splarkle, glitter"	state	light
彼の靴はぴかぴかに磨かれていた。;かれ の くつ は ぴかぴか に みがかれていた。;His shoes were polished to a shine.;ぴかぴか	ピカピカ	"shine, dazzle"	to appear to be
夜空に星がピカリと光った。;よぞら に ほし が ぴかり と ひかった。;A star sparkled momentarily in the night sky.;ぴかり	ピカリ	a momentary sparkle	state	light
彼の声を聞いて、びくっとした。;かれ の こえ を きいて 、 びくっ と した 。;I was startled when I heard his voice.;びくっ	ビクッ	"surprised, startled"	mental state	startled
彼の左目がひくひくとぴくついている。;かれ の ひだり め が ひくひく と ぴくついている。;His left eye is twitching slightly.;ひくひく	ヒクヒク	twitching	performing an action
彼は試験の結果が心配で、ずっとびくびくしていた。;かれ は しけん の けっか が しんぱい で、ずっと びくびく して いた。;He was worried about the test results and was feeling anxious all the time.;びくびく	ビクビク	worried that something bad might happen	emotions	unease
彼は面接の前にびくびくしていた。;かれ は めんせつ の まえ に びくびく して いた。;He was nervously twitching before the interview.;びくびく	ビクビク	strongly twitchign	performing an action
彼の目は疲れすぎてまぶたがぴくぴく動いている。;かれ の め は つかれ すぎて まぶた が ぴくぴく うごいている。;His eyes are so tired that his eyelids are twitching.;ぴくぴく	ピクピク	"sharp, convulsive twitching"	performing an action
彼は友達からの突然の電​​話にびっくりした。;かれ は ともだち から の とつぜん の でんわ に びっくり した。;He was surprised by the sudden call from his friend.;びくり	ビクリ	"shocked, surprised"	mental state	startled
突然の音にびくんとした。;とつぜん の おと に びくん と した。;I was startled by the sudden noise.;びくん	ビクン	"shocked, surprised"	mental state	startled
彼はひしひしと悲しみを感じた。;かれ は ひしひし と かなしみ を かんじた。;He felt the overwhelming sadness.;ひし	ヒシ	an overwhelming feeling	emotions
子供はお父さんの手をひしと握った。;こども は おとうさん の て を ひし と にぎった。;The child held onto their father's hand tightly.;ひし	ヒシ	"hold onto something firmly, tightly"	performing an action
彼は指をびしっと鳴らした。;かれ は ゆび を びしっと ならした。;He snapped his fingers loudly.;びしっ	ビシッ	snapping something	action	breaking
彼はテストで不正行為をしたので、先生は彼をびしっと叱責した。;かれ は テスト で ふせい こうい を した ので、せんせい は かれ を びしっ と しっせき した。;Since he cheated on the test, the teacher reprimanded him strictly.;びしっ	ビシッ	"strict, rigorous"	action
彼は本の背表紙をびしっと叩いた。;かれ は ほん の せびょうし を びしっと たたいた。;He gave the book's spine a sharp crack.;びしっ	ビシッ	cracking	motions	desintegrate
窓が強い風でびしっと締まった。;まど が つよい かぜ で びしっと しまった。;The window shut with a crack due to the strong wind.;びしっ	ビシッ	cracking	onomatopoeia
上司にビシッとしたスーツを着るように言われた。;じょうし に びしっと した すーつ を きる よう に いわれた。;My boss told me to wear a suit that's strictly correct.;びしっ	ビシッ	strictly correct	personal attire
枝がピシッと折れた。;えだ が ぴしっ と おれた。;The branch snapped.;ぴしっ	ピシッ	snapping something	action	breaking
彼がドアを閉めた時、ピシッという音がした。;かれ が ドア を しめた とき、ぴしっ という おと が した。;When he closed the door, there was a crack sound.;ぴしっ	ピシッ	cracking	onomatopoeia
彼女はピシッとしたスーツを着ています。;かのじょ は ぴしっ と した すーつ を きて います。;She is wearing a perfectly fitted suit.;ぴしっ	ピシッ	strictly correct	personal attire
昨日から強風が吹いて、枝がびしっびしっと折れている。;きのう から きょうふう が ふいて、えだ が びしっびしっ と おれて いる。;Since yesterday, a strong wind has been blowing, and branches are snapping repeatedly.;びしっびしっ	ビシッビシッ	repetetively causing snapping sounds	action	breaking
彼が木の枝を折るたびに、ピシッピシッと音がする。;かれ が き の えだ を おる たび に、ぴしっぴしっ と おと が する。;Each time he breaks the tree branch, there's a snapping sound.;ぴしっぴしっ	ピシッピシッ	repetetively causing snapping sounds	action	breaking
彼の言葉がひしひしと胸に響いた。;かれ の ことば が ひしひし と むね に ひびいた。;His words resonated deep in my heart.;ひしひし	ヒシヒシ	an overwhelming feeling	emotions
彼は細い枝をびしびしと折っていた。;かれ は ほそい えだ を びしびし と おって いた。;He was snapping thin branches repeatedly.;びしびし	ビシビシ	"repetetively snapping something dry, cylindrical"	action	breaking
彼は鞭をびしびし振った。;かれ は むち を びしびし ふった。;He snapped the whip sharply.;びしびし	ビシビシ	snapping something flexible	action	snapping
先生は宿題をびしびし指導します。;せんせい は しゅくだい を びしびし しどう します。;The teacher gives guidance on the homework strictly.;びしびし	ビシビシ	"relentless, strictly"	action
彼は乾いた枝を手でピシピシと折っていた。;かれ は かわいた えだ を て で ぴしぴし と おっていた。;He was snapping the dry branches repetitively with his hands.;ぴしぴし	ピシピシ	"repetetively snapping something dry, cylindrical"	action	breaking
彼は先生にピシピシと叱られた。;かれ は せんせい に ぴしぴし と しか られた。;He was severely scolded by the teacher.;ぴしぴし	ピシピシ	"severly, harsh"	action
彼の発表が終わった後、先生は彼をぴしぴしと批評しました。;かれ の はっぴょう が おわった あと、せんせい は かれ を ぴしぴし と ひひょう しました。;After his presentation, the teacher criticized him sharply and directly.;ぴしぴし	ピシピシ	"criticise, sharp, direct"	speech
水がびしゃっと飛び散った。;みず が びしゃっ と とびちった。;The water splashed everywhere.;びしゃっ	ビシャッ	with a big splash	state	liquids
突然、庭の水溜まりに雨がぴしゃっと落ちた。;とつぜん、にわ の みずたまり に あめ が ぴしゃっと おちた。;Suddenly, the rain splashed sharply into the puddle in the garden.;ぴしゃっ	ピシャッ	"clean, sharp splash"	action	splashing
彼女は私の提案をピシャッと断りました。;かのじょ は わたし の ていあん を ぴしゃっ と ことわりました。;She flatly rejected my proposal.;ぴしゃっ	ピシャッ	"high-handedly, like a slap in the face"	speech
水が床にピシャッとこぼれた。;みず が ゆか に ぴしゃっ と こぼれた。;The water spilled onto the floor with a splash.;ぴしゃっ	ピシャッ	with a splash	state	liquids
雨で靴がびしゃびしゃになった。;あめ で くつ が びしゃびしゃ に なった。;My shoes got soaking wet from the rain.;びしゃびしゃ	ビシャビシャ	splashing	onomatopoeia	water
彼が帰宅したとき、彼の服はびしゃびしゃでした。;かれ が きたく した とき、かれ の ふく は びしゃびしゃ でした。;When he got home, his clothes were soggy.;びしゃびしゃ	ビシャビシャ	"slushy, soggy"	physical state	wet
彼の服はびしゃびしゃになった。;かれ の ふく は びしゃびしゃ に なった。;His clothes got soaked.;びしゃびしゃ	ビシャビシャ	covered in water	physical state	wet
雨が窓にびしゃびしゃと跳ね返った。;あめ が まど に びしゃびしゃ と はねかえった。;The rain continually splashed against the window.;びしゃびしゃ	ビシャビシャ	continualy splashing against an object	state	liquids
雨がびしゃびしゃ降っている。;あめ が びしゃびしゃ ふっている。;It's raining heavily splashing down.;びしゃびしゃ	ビシャビシャ	splashing down	weather	rain
子供たちは海辺でピシャピシャと水をはねて遊んでいます。;こどもたちは うみべで ぴしゃぴしゃと みずを はねて あそんでいます。;The children are splashing water continuously at the beach.;ぴしゃぴしゃ	ピシャピシャ	continuous splashing	action	splashing
雨が窓にぴしゃぴしゃと当たっている。;あめ が まど に ぴしゃぴしゃ と あたっている。;The rain is continually splashing against the window.;ぴしゃぴしゃ	ピシャピシャ	continualy splashing against an object	state	liquids
彼は上司にぴしゃりと意見されました。;かれ は じょうし に ぴしゃり と いけん されました。;He was high-handedly criticized by his boss.;ぴしゃり	ピシャリ	"high-handedly, like a slap in the face"	speech
ドアがぴしゃんと閉まった。;どあ が ぴしゃん と しまった。;The door slammed shut.;ぴしゃん	ピシャン	slamming	onomatopoeia
彼は急な雨に遭ってびしょびしょになった。;かれ は きゅう な あめ に あって びしょびしょ に なった。;He got caught in a sudden rain and ended up completely soaked.;びしょびしょ	ビショビショ	wet throughout	physical state	wet
外に出ると、びしょびしょの雨が降っていました。;そと に でる と、びしょびしょ の あめ が ふっていました。;When I stepped outside, it was pouring with rain.;びしょびしょ	ビショビショ	"persistent, soaking, light rain"	weather	rain
彼らは授業中にひそひそと話していました。;かれら は じゅぎょうちゅう に ひそひそ と はなして いました。;They were whispering during class.;ひそひそ	ヒソヒソ	"whispered, under one's breath"	speech
急に車がぴたっと止まりました。;きゅう に くるま が ぴたっと とまりました。;The car suddenly came to a complete stop.;ぴたっ	ピタッ	suddenly coming to a complete stop	motions
彼はポスターを壁にぴたっと貼った。;かれ は ぽすたー を かべ に ぴたっと はった。;He tightly pasted the poster onto the wall.;ぴたっ	ピタッ	tightly (something flat)	performing an action	pasting
彼の予想は仕事の計画にぴたっと合っていた。;かれ の よそう は しごと の けいかく に ぴたっと あっていた。;His prediction matched the work plan exactly.;ぴたっ	ピタッ	"exactly, damn close"	temporal aspect
